LOCUS LG POS
dDocent_Contig_102244 23 72.65
dDocent_Contig_21421 23 72.65
dDocent_Contig_21841 23 72.65
dDocent_Contig_322069 23 72.65
dDocent_Contig_290522 23 72.65
dDocent_Contig_59834 23 72.65
dDocent_Contig_8800 23 72.65
dDocent_Contig_32565 23 77.22
dDocent_Contig_340051 23 77.22
dDocent_Contig_213977 23 78.51
dDocent_Contig_163755 23 87.82
dDocent_Contig_126887 24 0
dDocent_Contig_47979 24 6.86
dDocent_Contig_17190 24 8.94
dDocent_Contig_11546 24 12.82
dDocent_Contig_154959 24 17.33
dDocent_Contig_108676 24 22.96
dDocent_Contig_50993 24 28.01
dDocent_Contig_72627 24 34.08
dDocent_Contig_202281 24 38.69
dDocent_Contig_14551 24 39.66
dDocent_Contig_31850 24 41.63
dDocent_Contig_2441 24 41.63
dDocent_Contig_34385 24 41.63
dDocent_Contig_267838 24 41.63
dDocent_Contig_332541 24 44.02
dDocent_Contig_52792 24 44.35
dDocent_Contig_10808 24 44.64
dDocent_Contig_46295 24 46.08
dDocent_Contig_12399 24 46.37
dDocent_Contig_40114 24 46.6
dDocent_Contig_2638 24 47.24
dDocent_Contig_362956 24 47.82
dDocent_Contig_119826 24 48.99
dDocent_Contig_1408 24 49.57
dDocent_Contig_19505 24 50.49
dDocent_Contig_17516 24 50.81
dDocent_Contig_125660 24 51.62
dDocent_Contig_157143 24 51.91
dDocent_Contig_312539 24 52.2
dDocent_Contig_21187 24 53.07
dDocent_Contig_57647 24 53.09
dDocent_Contig_114662 24 53.36
dDocent_Contig_30678 24 54.21
dDocent_Contig_236388 24 54.23
dDocent_Contig_15689 24 55.25
dDocent_Contig_10429 24 55.25
dDocent_Contig_8139 24 55.25
dDocent_Contig_114038 24 55.41
dDocent_Contig_10387 24 57.95
dDocent_Contig_50700 24 58.8
dDocent_Contig_279748 24 59.45
dDocent_Contig_80702 24 59.54
dDocent_Contig_128885 24 59.97
dDocent_Contig_2115 24 59.97
dDocent_Contig_33630 24 60.09
dDocent_Contig_16207 24 60.25
dDocent_Contig_141966 24 60.25
dDocent_Contig_53753 24 60.25
dDocent_Contig_1613 24 60.41
dDocent_Contig_14981 24 60.41
dDocent_Contig_3903 24 60.41
dDocent_Contig_23434 24 60.41
dDocent_Contig_136149 24 60.41
dDocent_Contig_360054 24 60.99
dDocent_Contig_30634 24 62.03
dDocent_Contig_8341 24 63.05
dDocent_Contig_50172 24 63.05
dDocent_Contig_63807 24 63.99
dDocent_Contig_36328 24 63.99
dDocent_Contig_168096 24 63.99
dDocent_Contig_105560 24 65.11
dDocent_Contig_3365 24 65.11
dDocent_Contig_5035 24 65.11
dDocent_Contig_255676 24 65.88
dDocent_Contig_61021 24 66.24
dDocent_Contig_46718 24 66.61
dDocent_Contig_233951 24 67.7
dDocent_Contig_10210 24 68.87
dDocent_Contig_5987 24 69.59
dDocent_Contig_42515 24 71.39
dDocent_Contig_530 24 71.39
dDocent_Contig_27828 24 71.75
dDocent_Contig_282156 24 71.76
dDocent_Contig_90809 24 72
dDocent_Contig_23809 24 72
dDocent_Contig_324422 24 73.17
dDocent_Contig_13269 24 73.64
dDocent_Contig_18700 24 74.01
dDocent_Contig_27406 24 75.22
dDocent_Contig_17935 24 75.22
dDocent_Contig_17020 24 75.8
dDocent_Contig_60730 24 76.09
dDocent_Contig_138223 24 76.09
dDocent_Contig_3405 24 76.09
dDocent_Contig_118429 24 76.09
dDocent_Contig_97641 24 76.09
dDocent_Contig_46594 24 77.25
dDocent_Contig_299843 24 79.04
dDocent_Contig_31915 24 99.49
dDocent_Contig_84432 24 104.61
dDocent_Contig_80030 3 0
dDocent_Contig_100674 3 6.54999999999999
dDocent_Contig_95474 3 6.54999999999999
dDocent_Contig_78438 3 7.12999999999999
dDocent_Contig_4588 3 7.12999999999999
dDocent_Contig_266211 3 7.22
dDocent_Contig_3740 3 7.26999999999999
dDocent_Contig_61474 3 7.26999999999999
dDocent_Contig_230000 3 7.7
dDocent_Contig_169404 3 8.38
dDocent_Contig_32901 3 10.74
dDocent_Contig_378115 3 10.74
dDocent_Contig_75511 3 12.02
dDocent_Contig_8649 3 12.18
dDocent_Contig_21262 3 12.21
dDocent_Contig_16993 3 12.34
dDocent_Contig_247125 3 12.67
dDocent_Contig_14172 3 13.24
dDocent_Contig_182302 3 13.92
dDocent_Contig_45271 3 14.26
dDocent_Contig_83754 3 14.84
dDocent_Contig_195456 3 14.84
dDocent_Contig_729 3 15.41
dDocent_Contig_29774 3 15.41
dDocent_Contig_25395 3 15.62
dDocent_Contig_180392 3 17.35
dDocent_Contig_15560 3 17.35
dDocent_Contig_307898 3 18.73
dDocent_Contig_8534 3 20.47
dDocent_Contig_698 3 20.75
dDocent_Contig_4651 3 21.15
dDocent_Contig_6648 3 21.15
dDocent_Contig_17667 3 21.79
dDocent_Contig_166328 3 23.2
dDocent_Contig_57388 3 23.61
dDocent_Contig_238787 3 24.84
dDocent_Contig_150253 3 25.04
dDocent_Contig_38113 3 25.36
dDocent_Contig_125950 3 27.32
dDocent_Contig_10555 3 27.62
dDocent_Contig_34090 3 29.29
dDocent_Contig_61117 3 31.79
dDocent_Contig_2152 3 31.79
dDocent_Contig_39281 3 31.79
dDocent_Contig_85814 3 31.79
dDocent_Contig_26636 3 31.79
dDocent_Contig_14431 3 31.79
dDocent_Contig_215424 3 31.79
dDocent_Contig_73723 3 31.79
dDocent_Contig_5320 3 31.79
dDocent_Contig_28930 3 32.67
dDocent_Contig_61809 3 32.67
dDocent_Contig_12285 3 32.81
dDocent_Contig_41257 3 33.83
dDocent_Contig_2289 3 33.83
dDocent_Contig_39621 3 33.83
dDocent_Contig_21675 3 33.83
dDocent_Contig_38564 3 33.83
dDocent_Contig_110 3 33.83
dDocent_Contig_368763 3 33.83
dDocent_Contig_240497 3 35.6
dDocent_Contig_12387 3 35.67
dDocent_Contig_16591 3 37.23
dDocent_Contig_38050 3 37.23
dDocent_Contig_35078 3 37.71
dDocent_Contig_44547 3 38.19
dDocent_Contig_39469 3 38.19
dDocent_Contig_117020 3 38.19
dDocent_Contig_66002 3 38.74
dDocent_Contig_18636 3 39.39
dDocent_Contig_32499 3 39.87
dDocent_Contig_11380 3 43.95
dDocent_Contig_788 3 45.21
dDocent_Contig_319146 3 45.91
dDocent_Contig_17517 3 48.05
dDocent_Contig_79488 3 48.7
dDocent_Contig_71287 3 49.02
dDocent_Contig_24259 3 49.02
dDocent_Contig_134 3 49.02
dDocent_Contig_67603 3 49.02
dDocent_Contig_105203 3 49.02
dDocent_Contig_72018 3 49.02
dDocent_Contig_83495 3 49.02
dDocent_Contig_17343 3 49.02
dDocent_Contig_105322 3 49.02
dDocent_Contig_3179 3 49.02
dDocent_Contig_4853 3 49.02
dDocent_Contig_276420 3 50.05
dDocent_Contig_67538 3 50.39
dDocent_Contig_186532 3 51.13
dDocent_Contig_3831 3 52.23
dDocent_Contig_52936 3 52.23
dDocent_Contig_61696 3 52.23
dDocent_Contig_23529 3 53.22
dDocent_Contig_72287 3 56.22
dDocent_Contig_325604 3 57.88
dDocent_Contig_27754 3 58.2
dDocent_Contig_49251 3 58.2
dDocent_Contig_279405 3 58.2
dDocent_Contig_247566 3 59.17
dDocent_Contig_596 3 60.79
dDocent_Contig_36330 3 60.79
dDocent_Contig_111953 3 60.79
dDocent_Contig_97990 3 60.79
dDocent_Contig_103632 3 60.79
dDocent_Contig_22567 3 60.79
dDocent_Contig_325432 3 63.98
dDocent_Contig_76015 3 64
dDocent_Contig_161221 3 64.33
dDocent_Contig_120071 3 65.13
dDocent_Contig_82357 3 67.45
dDocent_Contig_359129 3 70.09
dDocent_Contig_28276 3 71.22
dDocent_Contig_2867 3 71.7
dDocent_Contig_23649 3 71.7
dDocent_Contig_2842 3 71.7
dDocent_Contig_62402 3 71.7
dDocent_Contig_40681 3 71.7
dDocent_Contig_160109 3 71.7
dDocent_Contig_92932 3 72.98
dDocent_Contig_19294 3 73.73
dDocent_Contig_31814 3 75.55
dDocent_Contig_68910 3 76.42
dDocent_Contig_372133 3 78.48
dDocent_Contig_12065 3 79.07
dDocent_Contig_38257 3 79.7
dDocent_Contig_352629 3 82.47
dDocent_Contig_23138 3 82.47
dDocent_Contig_262469 3 84.69
dDocent_Contig_34072 3 85.99
dDocent_Contig_5548 3 85.99
dDocent_Contig_88151 3 85.99
dDocent_Contig_360 3 85.99
dDocent_Contig_399470 3 85.99
dDocent_Contig_230503 3 86.64
dDocent_Contig_131796 3 86.7
dDocent_Contig_257 3 86.81
dDocent_Contig_32945 3 86.91
dDocent_Contig_62646 3 86.91
dDocent_Contig_3502 3 87.02
dDocent_Contig_45876 3 87.18
dDocent_Contig_4163 3 87.34
dDocent_Contig_377178 3 87.34
dDocent_Contig_174148 3 87.34
dDocent_Contig_3932 3 87.34
dDocent_Contig_12309 3 87.34
dDocent_Contig_12852 3 87.34
dDocent_Contig_99894 3 87.34
dDocent_Contig_75983 3 87.34
dDocent_Contig_300979 3 88.3
dDocent_Contig_224972 3 88.3
dDocent_Contig_20605 3 88.3
dDocent_Contig_17645 3 88.38
dDocent_Contig_29581 3 88.7
dDocent_Contig_104875 3 88.7
dDocent_Contig_32879 3 88.71
dDocent_Contig_2641 3 89.32
dDocent_Contig_65214 3 89.77
dDocent_Contig_25202 3 89.77
dDocent_Contig_23190 3 89.77
dDocent_Contig_91505 3 89.77
dDocent_Contig_3906 3 90.55
dDocent_Contig_10702 3 91.52
dDocent_Contig_37125 3 91.52
dDocent_Contig_222489 3 91.52
dDocent_Contig_221136 3 91.52
dDocent_Contig_104270 3 91.52
dDocent_Contig_1254 3 92.8
dDocent_Contig_4379 3 93.14
dDocent_Contig_14719 3 93.14
dDocent_Contig_29508 3 93.14
dDocent_Contig_2858 3 95.09
dDocent_Contig_34334 3 109.04
dDocent_Contig_104281 4 0
dDocent_Contig_37016 4 0
dDocent_Contig_163308 4 1.34
dDocent_Contig_2517 4 9.99
dDocent_Contig_80902 4 10.57
dDocent_Contig_37795 4 12.34
dDocent_Contig_5867 4 12.92
dDocent_Contig_305886 4 13.79
dDocent_Contig_13252 4 14.39
dDocent_Contig_21007 4 14.39
dDocent_Contig_111156 4 14.39
dDocent_Contig_129385 4 14.39
dDocent_Contig_3877 4 14.47
dDocent_Contig_103393 4 14.81
dDocent_Contig_126075 4 14.9
dDocent_Contig_29172 4 15.09
dDocent_Contig_100914 4 15.19
dDocent_Contig_156809 4 15.19
dDocent_Contig_6142 4 15.19
dDocent_Contig_25858 4 15.55
dDocent_Contig_12908 4 15.55
dDocent_Contig_159288 4 15.55
dDocent_Contig_21407 4 17.3
dDocent_Contig_8594 4 18.48
dDocent_Contig_27647 4 18.62
dDocent_Contig_21388 4 18.62
dDocent_Contig_199454 4 21.51
dDocent_Contig_12218 4 21.51
dDocent_Contig_13127 4 21.51
dDocent_Contig_222999 4 22.59
dDocent_Contig_375508 4 22.59
dDocent_Contig_17099 4 22.59
dDocent_Contig_39193 4 22.59
dDocent_Contig_300492 4 22.63
dDocent_Contig_329651 4 22.63
dDocent_Contig_242472 4 22.64
dDocent_Contig_129177 4 23.14
dDocent_Contig_2395 4 23.14
dDocent_Contig_9469 4 23.46
dDocent_Contig_53191 4 23.64
dDocent_Contig_18485 4 23.75
dDocent_Contig_157554 4 24.44
dDocent_Contig_352570 4 25.35
dDocent_Contig_16131 4 27.07
dDocent_Contig_6818 4 27.39
dDocent_Contig_25488 4 27.71
dDocent_Contig_43242 4 27.79
dDocent_Contig_233417 4 28.74
dDocent_Contig_21940 4 29.05
dDocent_Contig_28647 4 29.92
dDocent_Contig_9859 4 30.36
dDocent_Contig_60349 4 30.79
dDocent_Contig_203395 4 31.33
dDocent_Contig_26733 4 31.95
dDocent_Contig_23714 4 32.24
dDocent_Contig_25996 4 33.11
dDocent_Contig_8616 4 33.4
dDocent_Contig_19905 4 33.6
dDocent_Contig_37123 4 34.27
dDocent_Contig_172576 4 34.56
dDocent_Contig_24380 4 35.73
dDocent_Contig_274701 4 35.82
dDocent_Contig_22783 4 35.82
dDocent_Contig_201942 4 35.82
dDocent_Contig_188667 4 35.82
dDocent_Contig_285637 4 36.6
dDocent_Contig_193333 4 38.36
dDocent_Contig_7074 4 38.93
dDocent_Contig_149503 4 39.08
dDocent_Contig_225477 4 39.22
dDocent_Contig_28840 4 39.22
dDocent_Contig_129880 4 39.22
dDocent_Contig_57252 4 39.22
dDocent_Contig_41089 4 39.51
dDocent_Contig_149361 4 39.94
dDocent_Contig_46376 4 41.26
dDocent_Contig_81798 4 41.26
dDocent_Contig_238551 4 41.89
dDocent_Contig_24317 4 43.03
dDocent_Contig_64197 4 44.16
dDocent_Contig_25211 4 45.13
dDocent_Contig_16230 4 45.13
dDocent_Contig_9113 4 45.13
dDocent_Contig_82625 4 46.45
dDocent_Contig_29335 4 46.45
dDocent_Contig_54827 4 46.45
dDocent_Contig_8769 4 46.45
dDocent_Contig_329035 4 46.45
dDocent_Contig_273575 4 46.45
dDocent_Contig_1126 4 46.85
dDocent_Contig_91457 4 47.54
dDocent_Contig_193602 4 48.37
dDocent_Contig_21226 4 49.19
dDocent_Contig_234716 4 49.19
dDocent_Contig_86770 4 49.19
dDocent_Contig_301464 4 49.19
dDocent_Contig_75304 4 49.19
dDocent_Contig_120015 4 49.19
dDocent_Contig_89781 4 52.28
dDocent_Contig_5090 4 52.28
dDocent_Contig_90063 4 52.28
dDocent_Contig_34980 4 54.47
dDocent_Contig_193736 4 57.17
dDocent_Contig_28297 4 57.59
dDocent_Contig_36421 4 59.67
dDocent_Contig_55137 4 59.67
dDocent_Contig_57989 4 59.67
dDocent_Contig_103950 4 59.67
dDocent_Contig_89980 4 61.95
dDocent_Contig_8822 4 62.04
dDocent_Contig_355 4 62.62
dDocent_Contig_178388 4 65.18
dDocent_Contig_48591 4 65.18
dDocent_Contig_130418 4 65.18
dDocent_Contig_29194 4 65.41
dDocent_Contig_12561 4 68.16
dDocent_Contig_11900 4 68.16
dDocent_Contig_17971 4 68.16
dDocent_Contig_52625 4 68.16
dDocent_Contig_104302 4 68.16
dDocent_Contig_206761 4 68.16
dDocent_Contig_12925 4 68.3
dDocent_Contig_273666 4 68.3
dDocent_Contig_49413 4 68.3
dDocent_Contig_21399 4 68.3
dDocent_Contig_11186 4 68.3
dDocent_Contig_96690 4 69.38
dDocent_Contig_246896 4 70.41
dDocent_Contig_30011 4 70.41
dDocent_Contig_58266 4 70.41
dDocent_Contig_59561 4 70.41
dDocent_Contig_42990 4 70.41
dDocent_Contig_8251 4 70.41
dDocent_Contig_135640 4 70.41
dDocent_Contig_841 4 70.41
dDocent_Contig_124449 4 70.53
dDocent_Contig_164778 4 82.16
dDocent_Contig_308594 4 82.27
dDocent_Contig_139511 4 82.37
dDocent_Contig_91561 4 82.48
dDocent_Contig_4310 4 83.77
dDocent_Contig_64385 5 0
dDocent_Contig_30805 5 0
dDocent_Contig_23388 5 0
dDocent_Contig_2358 5 0
dDocent_Contig_186256 5 0
dDocent_Contig_394238 5 0
dDocent_Contig_42589 5 4.76999999999999
dDocent_Contig_1791 5 6.71999999999999
dDocent_Contig_62716 5 7.36999999999999
dDocent_Contig_45005 5 7.36999999999999
dDocent_Contig_205084 5 7.36999999999999
dDocent_Contig_1023 5 7.36999999999999
dDocent_Contig_12942 5 8.58
dDocent_Contig_69118 5 8.64000000000002
dDocent_Contig_17871 5 8.98
dDocent_Contig_8598 5 8.98
dDocent_Contig_93641 5 8.98
dDocent_Contig_9487 5 12.61
dDocent_Contig_39878 5 12.61
dDocent_Contig_207044 5 12.61
dDocent_Contig_36368 5 15.13
dDocent_Contig_63898 5 15.62
dDocent_Contig_65319 5 16.1
dDocent_Contig_32011 5 17.71
dDocent_Contig_34901 5 26.2
dDocent_Contig_57614 5 26.2
dDocent_Contig_252478 5 26.2
dDocent_Contig_15254 5 26.2
dDocent_Contig_14056 5 26.2
dDocent_Contig_3817 5 32.18
dDocent_Contig_97890 5 32.18
dDocent_Contig_79022 5 32.18
dDocent_Contig_6257 5 33.97
dDocent_Contig_206752 5 33.97
dDocent_Contig_56581 5 33.97
dDocent_Contig_372715 5 34.26
dDocent_Contig_3978 5 34.55
dDocent_Contig_177269 5 34.84
dDocent_Contig_39098 5 35.47
dDocent_Contig_75671 5 35.74
dDocent_Contig_24796 5 35.74
dDocent_Contig_283055 5 35.74
dDocent_Contig_123863 5 36.31
dDocent_Contig_329394 5 36.45
dDocent_Contig_6233 5 36.88
dDocent_Contig_109626 5 37.17
dDocent_Contig_55414 5 37.46
dDocent_Contig_32419 5 37.46
dDocent_Contig_33783 5 37.46
dDocent_Contig_372229 5 37.46
dDocent_Contig_33609 5 37.46
dDocent_Contig_51356 5 37.46
dDocent_Contig_2250 5 39.37
dDocent_Contig_117548 5 40.01
dDocent_Contig_156375 5 40.33
dDocent_Contig_20418 5 40.97
dDocent_Contig_101570 5 40.97
dDocent_Contig_12576 5 40.97
dDocent_Contig_76593 5 41.01
dDocent_Contig_17094 5 42.27
dDocent_Contig_45214 5 43.57
dDocent_Contig_12922 5 43.57
dDocent_Contig_20895 5 43.57
dDocent_Contig_12895 5 43.57
dDocent_Contig_25574 5 43.57
dDocent_Contig_283544 5 43.57
dDocent_Contig_18514 5 43.57
dDocent_Contig_1011 5 43.57
dDocent_Contig_256757 5 43.57
dDocent_Contig_57233 5 43.57
dDocent_Contig_117120 5 43.57
dDocent_Contig_2388 5 43.57
dDocent_Contig_151933 5 43.57
dDocent_Contig_51274 5 43.57
dDocent_Contig_109605 5 43.57
dDocent_Contig_3011 5 43.57
dDocent_Contig_46151 5 43.57
dDocent_Contig_356077 5 43.57
dDocent_Contig_31799 5 43.57
dDocent_Contig_44673 5 43.57
dDocent_Contig_110111 5 43.57
dDocent_Contig_20158 5 43.57
dDocent_Contig_85008 5 43.91
dDocent_Contig_7766 5 45.22
dDocent_Contig_3278 5 45.22
dDocent_Contig_4017 5 45.38
dDocent_Contig_52309 5 45.38
dDocent_Contig_30828 5 45.38
dDocent_Contig_78689 5 45.38
dDocent_Contig_269074 5 45.38
dDocent_Contig_4858 5 45.38
dDocent_Contig_210808 5 45.38
dDocent_Contig_21218 5 45.38
dDocent_Contig_197449 5 45.38
dDocent_Contig_139205 5 45.38
dDocent_Contig_112373 5 45.38
dDocent_Contig_68707 5 45.38
dDocent_Contig_54366 5 45.38
dDocent_Contig_124556 5 45.54
dDocent_Contig_24561 5 45.54
dDocent_Contig_374605 5 45.7
dDocent_Contig_47183 5 45.86
dDocent_Contig_1510 5 46.18
dDocent_Contig_122835 5 47.57
dDocent_Contig_25692 5 48.06
dDocent_Contig_81937 5 48.06
dDocent_Contig_6967 5 48.06
dDocent_Contig_107843 5 48.06
dDocent_Contig_187 5 48.06
dDocent_Contig_10610 5 48.06
dDocent_Contig_53933 5 48.06
dDocent_Contig_39533 5 48.06
dDocent_Contig_207489 5 48.06
dDocent_Contig_201991 5 48.06
dDocent_Contig_3053 5 48.06
dDocent_Contig_393412 5 48.41
dDocent_Contig_154055 5 48.41
dDocent_Contig_139360 5 48.41
dDocent_Contig_131586 5 48.41
dDocent_Contig_92423 5 48.41
dDocent_Contig_54298 5 48.41
dDocent_Contig_225051 5 53.65
dDocent_Contig_13012 5 55.03
dDocent_Contig_44363 5 55.03
dDocent_Contig_261231 5 55.03
dDocent_Contig_13446 5 55.03
dDocent_Contig_40222 5 55.03
dDocent_Contig_152786 5 55.03
dDocent_Contig_172365 5 55.03
dDocent_Contig_4144 5 55.04
dDocent_Contig_228826 5 55.14
dDocent_Contig_98083 5 55.14
dDocent_Contig_70673 5 55.14
dDocent_Contig_1537 5 55.71
dDocent_Contig_146359 5 55.71
dDocent_Contig_138814 5 55.91
dDocent_Contig_233860 5 55.91
dDocent_Contig_160488 5 55.91
dDocent_Contig_44060 5 56.34
dDocent_Contig_352590 5 57.78
dDocent_Contig_8082 5 59.8
dDocent_Contig_84119 5 59.8
dDocent_Contig_52213 5 60.39
dDocent_Contig_37767 5 76.48
dDocent_Contig_27537 5 76.48
dDocent_Contig_39782 5 78.94
dDocent_Contig_12459 5 80.39
dDocent_Contig_316462 5 80.39
dDocent_Contig_23556 5 80.39
dDocent_Contig_22842 5 80.39
dDocent_Contig_17120 5 80.39
dDocent_Contig_6502 5 80.39
dDocent_Contig_36696 5 99.79
dDocent_Contig_34200 5 102.42
dDocent_Contig_27997 6 0
dDocent_Contig_63675 6 1.89
dDocent_Contig_123378 6 1.89
dDocent_Contig_21570 6 1.89
dDocent_Contig_57629 6 1.89
dDocent_Contig_14417 6 1.89
dDocent_Contig_65233 6 1.89
dDocent_Contig_77143 6 1.89
dDocent_Contig_36765 6 1.89
dDocent_Contig_108270 6 1.89
dDocent_Contig_336196 6 1.89
dDocent_Contig_6533 6 1.89
dDocent_Contig_166423 6 1.89
dDocent_Contig_60261 6 1.89
dDocent_Contig_19189 6 4.37
dDocent_Contig_34693 6 4.66
dDocent_Contig_164842 6 5.24
dDocent_Contig_10944 6 5.82
dDocent_Contig_15730 6 7.06
dDocent_Contig_18075 6 17.31
dDocent_Contig_36090 6 17.31
dDocent_Contig_296549 6 17.31
dDocent_Contig_26256 6 17.31
dDocent_Contig_477 6 17.31
dDocent_Contig_168300 6 17.31
dDocent_Contig_90815 6 17.31
dDocent_Contig_29371 6 17.31
dDocent_Contig_79954 6 17.31
dDocent_Contig_229803 6 17.31
dDocent_Contig_8032 6 17.31
dDocent_Contig_200921 6 17.31
dDocent_Contig_172527 6 17.31
dDocent_Contig_112244 6 17.31
dDocent_Contig_248731 6 17.31
dDocent_Contig_75699 6 18.32
dDocent_Contig_20649 6 20.38
dDocent_Contig_340761 6 23.23
dDocent_Contig_11522 6 23.37
dDocent_Contig_18792 6 23.45
dDocent_Contig_5654 6 23.45
dDocent_Contig_43221 6 23.45
dDocent_Contig_35972 6 23.45
dDocent_Contig_17189 6 23.85
dDocent_Contig_13466 6 24.14
dDocent_Contig_100755 6 24.48
dDocent_Contig_29542 6 24.54
dDocent_Contig_62766 6 24.6
dDocent_Contig_77196 6 25.37
dDocent_Contig_4865 6 25.41
dDocent_Contig_367217 6 25.41
dDocent_Contig_338618 6 25.41
dDocent_Contig_14602 6 25.41
dDocent_Contig_26725 6 25.76
dDocent_Contig_23960 6 26.53
dDocent_Contig_37096 6 27.74
dDocent_Contig_17862 6 27.74
dDocent_Contig_25493 6 27.74
dDocent_Contig_36275 6 28.06
dDocent_Contig_119372 6 28.06
dDocent_Contig_61119 6 28.06
dDocent_Contig_2202 6 28.38
dDocent_Contig_141242 6 28.48
dDocent_Contig_32102 6 28.48
dDocent_Contig_172145 6 28.64
dDocent_Contig_74727 6 28.64
dDocent_Contig_43426 6 28.64
dDocent_Contig_2375 6 28.64
dDocent_Contig_40645 6 28.64
dDocent_Contig_246412 6 28.64
dDocent_Contig_239809 6 28.64
dDocent_Contig_52023 6 28.64
dDocent_Contig_11249 6 28.64
dDocent_Contig_222349 6 28.64
dDocent_Contig_290839 6 28.64
dDocent_Contig_444 6 28.64
dDocent_Contig_24665 6 28.64
dDocent_Contig_342733 6 28.64
dDocent_Contig_44482 6 28.64
dDocent_Contig_14675 6 28.64
dDocent_Contig_142911 6 28.64
dDocent_Contig_35822 6 28.64
dDocent_Contig_30664 6 28.64
dDocent_Contig_66277 6 28.64
dDocent_Contig_19676 6 28.64
dDocent_Contig_6993 6 28.64
dDocent_Contig_115279 6 28.64
dDocent_Contig_35934 6 28.64
dDocent_Contig_139359 6 28.64
dDocent_Contig_85985 6 28.64
dDocent_Contig_103540 6 28.64
dDocent_Contig_3449 6 28.64
dDocent_Contig_33597 6 28.64
dDocent_Contig_36117 6 28.64
dDocent_Contig_8987 6 28.64
dDocent_Contig_41874 6 28.64
dDocent_Contig_33925 6 28.64
dDocent_Contig_318195 6 28.64
dDocent_Contig_188751 6 28.64
dDocent_Contig_44545 6 28.64
dDocent_Contig_355276 6 28.64
dDocent_Contig_387055 6 28.64
dDocent_Contig_33242 6 28.64
dDocent_Contig_27586 6 28.64
dDocent_Contig_5138 6 28.64
dDocent_Contig_28644 6 28.64
dDocent_Contig_89624 6 28.64
dDocent_Contig_36772 6 28.64
dDocent_Contig_14578 6 28.64
dDocent_Contig_37115 6 28.64
dDocent_Contig_13058 6 28.64
dDocent_Contig_13907 6 28.64
dDocent_Contig_387431 6 28.64
dDocent_Contig_18347 6 28.64
dDocent_Contig_82726 6 28.64
dDocent_Contig_25297 6 28.64
dDocent_Contig_144674 6 28.64
dDocent_Contig_118595 6 28.64
dDocent_Contig_643 6 28.64
dDocent_Contig_246505 6 28.64
dDocent_Contig_50630 6 28.9
dDocent_Contig_35991 6 28.92
dDocent_Contig_199626 6 28.92
dDocent_Contig_67843 6 28.92
dDocent_Contig_39171 6 28.92
dDocent_Contig_215508 6 29.15
dDocent_Contig_112075 6 29.41
dDocent_Contig_18089 6 29.67
dDocent_Contig_72913 6 29.67
dDocent_Contig_197508 6 29.67
dDocent_Contig_46457 6 29.94
dDocent_Contig_27344 6 30.16
dDocent_Contig_231222 6 30.58
dDocent_Contig_10777 6 30.75
dDocent_Contig_1849 6 31.03
dDocent_Contig_111619 6 31.33
dDocent_Contig_1486 6 31.36
dDocent_Contig_7617 6 31.36
dDocent_Contig_39883 6 32.48
dDocent_Contig_349658 6 32.81
dDocent_Contig_251179 6 32.81
dDocent_Contig_99076 6 32.81
dDocent_Contig_304602 6 32.81
dDocent_Contig_74614 6 32.81
dDocent_Contig_39241 6 32.81
dDocent_Contig_23466 6 32.81
dDocent_Contig_336869 6 33.67
dDocent_Contig_150600 6 34.25
dDocent_Contig_399803 6 34.25
dDocent_Contig_58704 6 34.25
dDocent_Contig_8131 6 34.25
dDocent_Contig_127468 6 34.25
dDocent_Contig_13320 6 35.07
dDocent_Contig_153853 6 35.07
dDocent_Contig_146041 6 35.71
dDocent_Contig_60230 6 35.71
dDocent_Contig_151637 6 35.87
dDocent_Contig_677 6 36.95
dDocent_Contig_1776 6 37.3
dDocent_Contig_104495 6 37.45
dDocent_Contig_155405 6 38.28
dDocent_Contig_13930 6 75.59
dDocent_Contig_79132 6 79.17
dDocent_Contig_5925 6 81.62
dDocent_Contig_140062 6 86.16
dDocent_Contig_121823 7 0
dDocent_Contig_2442 7 0
dDocent_Contig_89482 7 0
dDocent_Contig_328964 7 2.58
dDocent_Contig_4352 7 7.46
dDocent_Contig_11878 7 7.75
dDocent_Contig_4275 7 7.75
dDocent_Contig_249360 7 8.17000000000001
dDocent_Contig_163522 7 8.17000000000001
dDocent_Contig_11933 7 8.33
dDocent_Contig_21444 7 8.33
dDocent_Contig_136722 7 8.75000000000001
dDocent_Contig_15673 7 8.75000000000001
dDocent_Contig_126644 7 10.08
dDocent_Contig_41324 7 10.08
dDocent_Contig_290733 7 11.11
dDocent_Contig_36898 7 11.91
dDocent_Contig_147331 7 11.91
dDocent_Contig_6237 7 12.25
dDocent_Contig_80711 7 12.54
dDocent_Contig_23775 7 13.11
dDocent_Contig_183158 7 14.01
dDocent_Contig_63085 7 15.34
dDocent_Contig_141395 7 15.34
dDocent_Contig_297877 7 15.34
dDocent_Contig_7879 7 15.77
dDocent_Contig_7650 7 15.92
dDocent_Contig_83810 7 16.41
dDocent_Contig_34664 7 16.41
dDocent_Contig_31020 7 17.81
dDocent_Contig_133552 7 18.21
dDocent_Contig_61895 7 18.21
dDocent_Contig_7358 7 20.04
dDocent_Contig_10551 7 20.04
dDocent_Contig_3486 7 22.55
dDocent_Contig_69594 7 22.55
dDocent_Contig_15531 7 22.55
dDocent_Contig_99681 7 22.55
dDocent_Contig_354400 7 22.55
dDocent_Contig_248861 7 22.55
dDocent_Contig_9019 7 22.55
dDocent_Contig_53339 7 22.55
dDocent_Contig_4058 7 22.55
