COMP_SPECIES	START_LOCUS	END_LOCUS	NUM_LOCI	COMP_CHR	COMP_START	COMP_END	COMP_SIZE	MAP_LG	MAP_START	MAP_STOP	MAP_SIZE	MEAN_DIST_LOCI	
lcal	dDocent_Contig_115097	dDocent_Contig_278262	2	2	8678419	9125831	447412	20	46.04	47.87	1.83	223706	
onil	dDocent_Contig_188751	dDocent_Contig_141242	8	20	23583199	25692481	2109282	23	30.2	32.04	1.84	263660	
dlab	dDocent_Contig_5465	dDocent_Contig_4389	4	4	21604577	21181422	609660	12	8.41	10.25	1.84	152415	
lcal	dDocent_Contig_44421	dDocent_Contig_114962	2	2	24575049	24862993	287944	20	26.33	28.17	1.84	143972	
onil	dDocent_Contig_42055	dDocent_Contig_13865	2	1	9080939	8209792	871147	20	37.44	39.29	1.85	435574	
onil	dDocent_Contig_4603	dDocent_Contig_388381	3	17	31172455	30862084	548786	12	43.05	44.52	1.85	182929	
gacu	dDocent_Contig_15664	dDocent_Contig_224986	6	15	4565701	5092807	527106	7	13.74	15.52	1.85	87851	
trub	dDocent_Contig_98083	dDocent_Contig_109605	2	11	7334726	7800946	466220	3	8.76	10.61	1.85	233110	
trub	dDocent_Contig_36018	dDocent_Contig_143868	3	10	783296	351813	431483	8	20.73	22.58	1.85	143828	
gacu	dDocent_Contig_4603	dDocent_Contig_41166	2	8	8578785	8239112	339673	12	43.05	44.9	1.85	169837	
onil	dDocent_Contig_159288	dDocent_Contig_111156	3	13	9292336	10950475	1658139	2	4.95	6.81	1.86	552713	
dlab	dDocent_Contig_9859	dDocent_Contig_23714	4	11	6553668	7516392	962724	2	18.65	20.51	1.86	240681	
lcal	dDocent_Contig_9859	dDocent_Contig_26733	4	16-22	4734304	5575636	946174	2	18.65	20.2	1.86	236544	
gacu	dDocent_Contig_9859	dDocent_Contig_23714	3	6	6012365	6775854	763489	2	18.65	20.51	1.86	254496	
lcal	dDocent_Contig_52792	dDocent_Contig_10808	5	7_2	8598030	8896157	705039	21	24.76	26.62	1.86	141008	
gacu	dDocent_Contig_307589	dDocent_Contig_235337	2	17	12653866	13279288	625422	1	0	1.86	1.86	312711	
onil	dDocent_Contig_30074	dDocent_Contig_17818	2	7	12815009	12435290	379719	14	6.81	8.69	1.88	189860	
dlab	dDocent_Contig_30074	dDocent_Contig_17818	3	19	7370875	7069304	325259	14	6.81	8.69	1.88	108420	
gacu	dDocent_Contig_30074	dDocent_Contig_17818	2	14	1673345	1492102	181243	14	6.81	8.69	1.88	90622	
dlab	dDocent_Contig_38574	dDocent_Contig_20037	9	18-21	6929085	7547785	946706	8	31.88	33.78	1.9	105190	
lcal	dDocent_Contig_13269	dDocent_Contig_17935	3	7_2	3189385	3709001	557154	21	50.47	52.03	1.9	185718	
dlab	dDocent_Contig_93574	dDocent_Contig_14240	4	12	19259471	19517524	305873	7	39.75	41.65	1.9	76468	
lcal	dDocent_Contig_93574	dDocent_Contig_14240	4	19	19509852	19723699	257306	7	39.75	41.65	1.9	64327	
onil	dDocent_Contig_101841	dDocent_Contig_79551	3	8	13291753	15131932	1840179	15	22.58	24.12	1.91	613393	
dlab	dDocent_Contig_33115	dDocent_Contig_22103	2	12	6604523	5064604	1539919	7	0	1.91	1.91	769960	
tnig	dDocent_Contig_63807	dDocent_Contig_46718	2	3	4087914	3413296	674618	21	40.85	42.77	1.92	337309	
dlab	dDocent_Contig_155556	dDocent_Contig_1512	4	16	15398921	18231086	2832165	16	11.33	13.27	1.94	708041	
gacu	dDocent_Contig_155556	dDocent_Contig_1512	2	20	6717200	4482285	2234915	16	11.33	13.27	1.94	1117458	
onil	dDocent_Contig_32115	dDocent_Contig_14575	2	16	30951083	32046303	1095220	13	9.23	11.17	1.94	547610	
gacu	dDocent_Contig_32115	dDocent_Contig_14575	2	16	4608299	5148568	540269	13	9.23	11.17	1.94	270135	
onil	dDocent_Contig_161462	dDocent_Contig_23502	3	6	17443386	17429792	164501	4	34.61	36.55	1.94	54834	
dlab	dDocent_Contig_12285	dDocent_Contig_5320	3	2	10397398	11214489	817091	5	20.97	22.92	1.95	272364	
lcal	dDocent_Contig_24905	dDocent_Contig_90331	2	2	13872658	13673036	199622	20	65.98	67.95	1.97	99811	
dlab	dDocent_Contig_153620	dDocent_Contig_291619	4	8	13501360	14028691	575994	19	9.65	11.64	1.99	143999	
onil	dDocent_Contig_84748	dDocent_Contig_50732	2	8	28078243	28235449	157206	15	16.55	18.54	1.99	78603	
dlab	dDocent_Contig_84748	dDocent_Contig_50732	2	1B	13493560	13353441	140119	15	16.55	18.54	1.99	70060	
trub	dDocent_Contig_125630	dDocent_Contig_297018	3	9	1495408	781243	968809	24	18.8	20.49	2	322936	
lcal	dDocent_Contig_16360	dDocent_Contig_21235	4	12	1507587	1089747	895222	1	57.08	59.08	2	223806	
dlab	dDocent_Contig_146176	dDocent_Contig_133863	3	6	16087107	16217953	673175	24	33.25	35.25	2	224392	
onil	dDocent_Contig_165225	dDocent_Contig_200778	3	17	17105637	15926163	1646935	18	69.38	71.39	2.01	548978	
tnig	dDocent_Contig_165225	dDocent_Contig_200778	2	19	1301428	1004442	296986	18	69.38	71.39	2.01	148493	
dlab	dDocent_Contig_201958	dDocent_Contig_69050	4	15	22953934	24105893	1215722	13	60.32	62.33	2.02	303931	
gacu	dDocent_Contig_69050	dDocent_Contig_11158	2	16	16723278	16062609	660669	13	62.33	64.35	2.02	330335	
tnig	dDocent_Contig_244551	dDocent_Contig_59426	2	7	7392409	6953552	438857	9	21.55	23.57	2.02	219429	
dlab	dDocent_Contig_165136	dDocent_Contig_275339	5	15	11577758	13820801	2243043	13	28.89	30.92	2.03	448609	
dlab	dDocent_Contig_1397	dDocent_Contig_27564	4	6	3601170	2319885	1435266	24	8.78	10.81	2.03	358817	
lcal	dDocent_Contig_70827	dDocent_Contig_52004	2	7_1	18489513	19211806	722293	11	10.85	12.88	2.03	361147	
dlab	dDocent_Contig_6644	dDocent_Contig_7736	2	3	5677932	5939609	261677	17	19.74	21.77	2.03	130839	
lcal	dDocent_Contig_6644	dDocent_Contig_7736	2	14	5657637	5915995	258358	17	19.74	21.77	2.03	129179	
lcal	dDocent_Contig_349748	dDocent_Contig_162769	3	24	3741381	3833182	230938	8	10.93	12.96	2.03	76979	
lcal	dDocent_Contig_305441	dDocent_Contig_57288	2	4	3129044	1573324	1555720	10	59.85	61.91	2.06	777860	
trub	dDocent_Contig_189298	dDocent_Contig_219013	5	7	12373068	12939896	935357	16	31.06	33.12	2.06	187071	
lcal	dDocent_Contig_134968	dDocent_Contig_219013	5	15	11420757	11570679	851507	16	31.06	33.12	2.06	170301	
dlab	dDocent_Contig_264891	dDocent_Contig_64895	3	10	3693439	4332102	681509	10	15.1	17.16	2.06	227170	
tnig	dDocent_Contig_189298	dDocent_Contig_219013	3	8	7781487	8230817	506277	16	31.06	33.12	2.06	168759	
gacu	dDocent_Contig_19061	dDocent_Contig_101841	3	5	9324833	9625188	300355	15	20.52	22.58	2.06	100118	
onil	dDocent_Contig_6955	dDocent_Contig_360249	2	8	19938648	19467854	470794	15	37.23	39.31	2.08	235397	
lcal	dDocent_Contig_6477	dDocent_Contig_106000	3	20	1613176	1579598	163189	9	54.19	56.27	2.08	54396	
dlab	dDocent_Contig_6477	dDocent_Contig_106000	2	14	24390084	24356085	33999	9	54.19	56.27	2.08	17000	
gacu	dDocent_Contig_117548	dDocent_Contig_123863	3	1	6682218	7029812	786838	3	23.44	25.53	2.09	262279	
dlab	dDocent_Contig_276307	dDocent_Contig_39270	2	8	7683110	7494391	188719	19	26.12	28.22	2.1	94360	
lcal	dDocent_Contig_276307	dDocent_Contig_39270	2	11	10960363	11137751	177388	19	26.12	28.22	2.1	88694	
tnig	dDocent_Contig_5748	dDocent_Contig_205530	2	21	4144007	4461141	317134	22	25.13	27.27	2.14	158567	
onil	dDocent_Contig_5748	dDocent_Contig_27535	2	22	25367129	25538771	171642	22	25.13	27.27	2.14	85821	
lcal	dDocent_Contig_2978	dDocent_Contig_5372	3	18	14380320	14466220	159772	18	15.87	18.01	2.14	53257	
dlab	dDocent_Contig_2978	dDocent_Contig_5372	2	x	5307637	5177920	129717	18	15.87	18.01	2.14	64859	
gacu	dDocent_Contig_2978	dDocent_Contig_5372	3	4	21993042	22056065	105170	18	15.87	18.01	2.14	35057	
onil	dDocent_Contig_21444	dDocent_Contig_7650	2	6	32896920	32934854	37934	4	18.58	20.72	2.14	18967	
dlab	dDocent_Contig_21444	dDocent_Contig_7650	2	7	5137169	5107563	29606	4	18.58	20.72	2.14	14803	
lcal	dDocent_Contig_21444	dDocent_Contig_7650	2	5	27279582	27307706	28124	4	18.58	20.72	2.14	14062	
gacu	dDocent_Contig_21444	dDocent_Contig_7650	2	9	9994787	9974740	20047	4	18.58	20.72	2.14	10024	
onil	dDocent_Contig_21593	dDocent_Contig_34420	2	22	17042466	16523233	519233	22	8.34	10.49	2.15	259617	
dlab	dDocent_Contig_21593	dDocent_Contig_34420	2	9	5475663	5006598	469065	22	8.34	10.49	2.15	234533	
lcal	dDocent_Contig_21480	dDocent_Contig_48250	4	4	10888894	10361784	958028	10	39.12	41.28	2.16	239507	
onil	dDocent_Contig_333677	dDocent_Contig_125297	2	10	10887193	11610439	723246	9	33.15	35.31	2.16	361623	
tnig	dDocent_Contig_149738	dDocent_Contig_7326	2	2	21357378	20683496	673882	13	1.4	3.56	2.16	336941	
dlab	dDocent_Contig_121559	dDocent_Contig_13865	4	5	17713275	17709977	634146	20	37.13	39.29	2.16	158537	
gacu	dDocent_Contig_34141	dDocent_Contig_214776	2	8	15284958	14663535	621423	12	22.33	24.49	2.16	310712	
lcal	dDocent_Contig_121559	dDocent_Contig_13865	4	2	3931629	3928334	581268	20	37.13	39.29	2.16	145317	
dlab	dDocent_Contig_149738	dDocent_Contig_33478	2	15	1137068	842083	294985	13	1.4	3.56	2.16	147493	
lcal	dDocent_Contig_12143	dDocent_Contig_2478	3	23	10973947	10975595	150370	15	29.7	31.86	2.16	50123	
gacu	dDocent_Contig_144102	dDocent_Contig_53537	2	14	716517	1082308	365791	14	2.16	4.33	2.17	182896	
lcal	dDocent_Contig_26381	dDocent_Contig_79551	4	23	8777955	9690176	1059674	15	21.94	24.12	2.18	264919	
onil	dDocent_Contig_153650	dDocent_Contig_17977	2	1	5357432	3152542	2204890	20	40.92	43.11	2.19	1102445	
gacu	dDocent_Contig_10429	dDocent_Contig_50700	3	1	20863996	22417450	1553454	21	33.87	36.06	2.19	517818	
onil	dDocent_Contig_46095	dDocent_Contig_14848	3	4	5153813	4830965	341181	19	34.24	36.43	2.19	113727	
gacu	dDocent_Contig_46095	dDocent_Contig_14848	3	11	14974740	14821676	165162	19	34.24	36.43	2.19	55054	
trub	dDocent_Contig_55137	dDocent_Contig_355	3	4	5588684	5405032	183652	2	46.01	48.23	2.22	61217	
tnig	dDocent_Contig_55137	dDocent_Contig_355	3	17	10254963	10419642	164679	2	46.01	48.23	2.22	54893	
onil	dDocent_Contig_3156	dDocent_Contig_42789	5	19	15481213	17187020	1705807	7	6.59	8.83	2.24	341161	
gacu	dDocent_Contig_178388	dDocent_Contig_246896	3	6	16083977	14740536	1343441	2	52.22	54.47	2.25	447814	
lcal	dDocent_Contig_82625	dDocent_Contig_8769	4	16-22	11270051	10766893	604129	2	30.37	32.63	2.26	151032	
dlab	dDocent_Contig_82625	dDocent_Contig_8769	4	11	13313905	12823442	591579	2	30.37	32.63	2.26	147895	
dlab	dDocent_Contig_12382	dDocent_Contig_224101	5	20	675010	2135259	1460249	6	16.81	19.08	2.27	292050	
lcal	dDocent_Contig_7844	dDocent_Contig_56593	3	15	17048483	17759124	710641	16	15.22	17.49	2.27	236880	
dlab	dDocent_Contig_146769	dDocent_Contig_10950	2	19	14388852	15077554	688702	14	24.6	26.87	2.27	344351	
lcal	dDocent_Contig_146769	dDocent_Contig_10950	2	9	10406178	9740657	665521	14	24.6	26.87	2.27	332761	
onil	dDocent_Contig_50518	dDocent_Contig_48250	2	18	13598740	13448551	150189	10	39	41.28	2.28	75095	
dlab	dDocent_Contig_50518	dDocent_Contig_48250	2	10	14918201	14775485	142716	10	39	41.28	2.28	71358	
gacu	dDocent_Contig_50518	dDocent_Contig_48250	2	3	16597257	16488522	108735	10	39	41.28	2.28	54368	
trub	dDocent_Contig_50518	dDocent_Contig_48250	2	22	825823	722652	103171	10	39	41.28	2.28	51586	
lcal	dDocent_Contig_224207	dDocent_Contig_24250	3	20	16921832	16447535	499024	9	38.12	40.41	2.29	166341	
onil	dDocent_Contig_91457	dDocent_Contig_9113	3	13	22867745	21324739	1543006	2	30.92	33.22	2.3	514335	
gacu	dDocent_Contig_91457	dDocent_Contig_9113	3	6	11231259	10303881	927378	2	30.92	33.22	2.3	309126	
lcal	dDocent_Contig_105544	dDocent_Contig_15402	2	5	4382375	3637437	744938	4	63.92	66.22	2.3	372469	
trub	dDocent_Contig_91457	dDocent_Contig_9113	2	4	8848359	9584217	735858	2	30.92	33.22	2.3	367929	
tnig	dDocent_Contig_91457	dDocent_Contig_9113	2	17	7185493	6455183	730310	2	30.92	33.22	2.3	365155	
onil	dDocent_Contig_197331	dDocent_Contig_19238	4	4	3980824	3626886	353938	19	30.96	33.09	2.3	88485	
dlab	dDocent_Contig_4245	dDocent_Contig_90958	4	x	12840865	13043111	202246	18	52.28	54.58	2.3	50562	
dlab	dDocent_Contig_300492	dDocent_Contig_13127	5	11	4015180	4535690	843116	2	13	15.31	2.31	168623	
gacu	dDocent_Contig_17099	dDocent_Contig_13127	4	6	2921504	3707148	785644	2	13	15.31	2.31	196411	
trub	dDocent_Contig_300492	dDocent_Contig_13127	2	4	2227767	2814958	587191	2	13	15.31	2.31	293596	
gacu	dDocent_Contig_13478	dDocent_Contig_137371	3	16	8976323	8431013	545310	13	32.31	34.63	2.32	181770	
onil	dDocent_Contig_11249	dDocent_Contig_37115	3	20	6758478	8060269	1301791	23	10.6	12.93	2.33	433930	
lcal	dDocent_Contig_3207	dDocent_Contig_48858	4	10	15036189	16242813	1206624	24	12.91	15.24	2.33	301656	
gacu	dDocent_Contig_336119	dDocent_Contig_297333	5	9	1254261	1927307	674533	4	35.77	38.1	2.33	134907	
tnig	dDocent_Contig_336119	dDocent_Contig_297333	4	18	679059	116847	563141	4	35.77	38.1	2.33	140785	
dlab	dDocent_Contig_52023	dDocent_Contig_37115	3	22-25	3771603	4219688	448085	23	10.6	12.93	2.33	149362	
gacu	dDocent_Contig_52023	dDocent_Contig_37115	2	12	14007182	13641795	365387	23	10.6	12.93	2.33	182694	
dlab	dDocent_Contig_239372	dDocent_Contig_36832	2	15	11181026	11020058	160968	13	25.88	28.21	2.33	80484	
dlab	dDocent_Contig_187802	dDocent_Contig_102544	2	x	784481	3233289	2448808	18	10.72	13.06	2.34	1224404	
lcal	dDocent_Contig_363947	dDocent_Contig_31830	3	24	16292014	17336505	1044491	8	49.2	51.54	2.34	348164	
dlab	dDocent_Contig_41944	dDocent_Contig_85881	3	8	4928583	4275066	653517	19	46.63	48.97	2.34	217839	
lcal	dDocent_Contig_187802	dDocent_Contig_102544	2	18	16719534	16255330	464204	18	10.72	13.06	2.34	232102	
trub	dDocent_Contig_15338	dDocent_Contig_5234	5	12	1964857	2306748	348814	22	45.62	47.96	2.34	69763	
lcal	dDocent_Contig_326304	dDocent_Contig_128759	2	24	15409348	15642398	233050	8	62.35	64.69	2.34	116525	
onil	dDocent_Contig_11636	dDocent_Contig_12108	2	1	24565233	23675758	889475	20	18.37	20.72	2.35	444738	
onil	dDocent_Contig_1633	dDocent_Contig_99997	2	6	19912503	19064112	848391	4	31.1	33.45	2.35	424196	
dlab	dDocent_Contig_14922	dDocent_Contig_9496	3	9	19041008	19245221	204213	22	55.09	57.33	2.35	68071	
trub	dDocent_Contig_24007	dDocent_Contig_41980	2	21	4756087	5497302	741215	6	4.22	6.58	2.36	370608	
tnig	dDocent_Contig_24007	dDocent_Contig_41980	2	12	11027079	11654519	627440	6	4.22	6.58	2.36	313720	
lcal	dDocent_Contig_172625	dDocent_Contig_63835	4	5	6814977	7243295	429950	4	48.29	50.32	2.36	107488	
lcal	dDocent_Contig_266400	dDocent_Contig_33552	2	20	22439912	22902148	462236	9	59.33	61.7	2.37	231118	
dlab	dDocent_Contig_157143	dDocent_Contig_3405	3	24	748338	433038	563816	21	50.64	53.02	2.38	187939	
dlab	dDocent_Contig_16052	dDocent_Contig_12291	3	9	6357192	5916128	494321	22	11.13	13.51	2.38	164774	
gacu	dDocent_Contig_157143	dDocent_Contig_3405	2	1	27854978	27698555	156423	21	50.64	53.02	2.38	78212	
gacu	dDocent_Contig_53191	dDocent_Contig_352570	2	6	4521328	4577065	55737	2	14.61	16.99	2.38	27869	
onil	dDocent_Contig_43221	dDocent_Contig_100755	2	20	19799742	22054293	2254551	23	44.58	46.98	2.4	1127276	
lcal	dDocent_Contig_348	dDocent_Contig_187344	4	11	1906989	2211281	376082	19	5.09	7.49	2.4	94021	
lcal	dDocent_Contig_26491	dDocent_Contig_23746	3	13	6919880	6113773	806107	6	36.47	38.89	2.42	268702	
gacu	dDocent_Contig_26491	dDocent_Contig_23746	3	13	6095495	5456105	639390	6	36.47	38.89	2.42	213130	
trub	dDocent_Contig_2478	dDocent_Contig_314536	2	1	4349834	3979625	370209	15	31.86	34.28	2.42	185105	
onil	dDocent_Contig_36421	dDocent_Contig_355	4	13	1191260	575898	615362	2	45.79	48.23	2.44	153841	
dlab	dDocent_Contig_36421	dDocent_Contig_355	4	11	18171344	17618487	552857	2	45.79	48.23	2.44	138214	
lcal	dDocent_Contig_36421	dDocent_Contig_355	4	16-22	16145964	15602080	543884	2	45.79	48.23	2.44	135971	
lcal	dDocent_Contig_68790	dDocent_Contig_64895	4	4	20600564	20738231	726592	10	14.7	17.16	2.46	181648	
tnig	dDocent_Contig_68790	dDocent_Contig_85212	2	15	1714391	1670087	44304	10	14.7	17.16	2.46	22152	
onil	dDocent_Contig_13705	dDocent_Contig_1052	3	12	15398186	18664106	3265920	6	32.38	34.85	2.47	1088640	
lcal	dDocent_Contig_13705	dDocent_Contig_1052	4	13	10946453	8277429	2669024	6	32.38	34.85	2.47	667256	
lcal	dDocent_Contig_7808	dDocent_Contig_12971	6	17	9864610	12026752	2162142	12	22.18	24.49	2.47	360357	
gacu	dDocent_Contig_84428	dDocent_Contig_86623	7	21	5668645	7292498	1623853	8	31.31	33.78	2.47	231979	
tnig	dDocent_Contig_13705	dDocent_Contig_1052	3	12	6144160	7728343	1584183	6	32.38	34.85	2.47	528061	
lcal	dDocent_Contig_182302	dDocent_Contig_180392	6	8	3847546	5376822	1529276	5	5.31	7.78	2.47	254879	
dlab	dDocent_Contig_698	dDocent_Contig_4651	2	2	13914443	13818287	96156	5	8.41	10.88	2.47	48078	
trub	dDocent_Contig_36898	dDocent_Contig_141395	2	17	32946	729843	696897	4	6.5	8.98	2.48	348449	
lcal	dDocent_Contig_280139	dDocent_Contig_137371	6	1	16433730	16047726	599674	13	32.15	34.63	2.48	99946	
dlab	dDocent_Contig_19189	dDocent_Contig_40645	2	22-25	2728226	3298927	570701	23	4.63	7.11	2.48	285351	
gacu	dDocent_Contig_36898	dDocent_Contig_141395	2	9	12305382	11902385	402997	4	6.5	8.98	2.48	201499	
lcal	dDocent_Contig_108413	dDocent_Contig_14575	2	1	8906406	9298855	392449	13	8.69	11.17	2.48	196225	
lcal	dDocent_Contig_12108	dDocent_Contig_63358	9	2	19494367	22392531	2898164	20	20.72	23.21	2.49	322018	
onil	dDocent_Contig_147331	dDocent_Contig_7879	4	6	30455164	29524204	930960	4	7.74	9.91	2.49	232740	
trub	dDocent_Contig_6811	dDocent_Contig_4389	3	20	1604622	2656268	1051646	12	7.74	10.25	2.51	350549	
trub	dDocent_Contig_2507	dDocent_Contig_8809	2	9	5650429	6390942	740513	24	14.77	17.28	2.51	370257	
tnig	dDocent_Contig_2507	dDocent_Contig_8809	2	13	4860183	5497320	637137	24	14.77	17.28	2.51	318569	
lcal	dDocent_Contig_33115	dDocent_Contig_2829	3	19	6927313	5148575	1778738	7	0	2.52	2.52	592913	
lcal	dDocent_Contig_87663	dDocent_Contig_8427	3	9	10431690	9488341	943349	14	29.44	31.96	2.52	314450	
onil	dDocent_Contig_23746	dDocent_Contig_19146	3	12	21163294	20405459	1076096	6	38.89	41.44	2.55	358699	
dlab	dDocent_Contig_23746	dDocent_Contig_19146	4	20	12395665	11762087	898086	6	38.89	41.44	2.55	224522	
dlab	dDocent_Contig_333677	dDocent_Contig_263392	4	14	14864053	15509885	1043285	9	33.15	35.71	2.56	260821	
gacu	dDocent_Contig_16645	dDocent_Contig_37393	3	7	2862396	2947022	391250	17	46.94	49.48	2.56	130417	
tnig	dDocent_Contig_333677	dDocent_Contig_263392	2	7	4504931	4131564	373367	9	33.15	35.71	2.56	186684	
lcal	dDocent_Contig_16645	dDocent_Contig_75562	2	14	7377328	7007790	369538	17	46.94	49.5	2.56	184769	
lcal	dDocent_Contig_20609	dDocent_Contig_54778	2	4	11316663	11599269	282606	10	35.94	38.5	2.56	141303	
gacu	dDocent_Contig_20609	dDocent_Contig_54778	2	3	521944	704964	183020	10	35.94	38.5	2.56	91510	
gacu	dDocent_Contig_12806	dDocent_Contig_32774	5	18	14429467	15504277	1074810	11	22.67	25.25	2.58	214962	
dlab	dDocent_Contig_52162	dDocent_Contig_2268	2	1A	11978033	11559330	418703	1	15.8	18.4	2.6	209352	
lcal	dDocent_Contig_52162	dDocent_Contig_2268	2	12	18140265	17741683	398582	1	15.8	18.4	2.6	199291	
lcal	dDocent_Contig_30664	dDocent_Contig_60230	9	6	18946019	18362634	1376346	23	23.79	26.33	2.61	152927	
onil	dDocent_Contig_14563	dDocent_Contig_125630	2	7	41669542	41078384	591158	24	16.17	18.8	2.63	295579	
gacu	dDocent_Contig_14563	dDocent_Contig_125630	2	19	16287807	16722236	434429	24	16.17	18.8	2.63	217215	
lcal	dDocent_Contig_3449	dDocent_Contig_85985	3	6	13575462	13653207	79653	23	31.82	34.45	2.63	26551	
lcal	dDocent_Contig_380845	dDocent_Contig_1533	3	24	1314998	2151122	836124	8	17.02	19.66	2.64	278708	
lcal	dDocent_Contig_15153	dDocent_Contig_7928	9	12	23994408	25820520	2183911	1	30.97	33.64	2.67	242657	
onil	dDocent_Contig_117373	dDocent_Contig_9130	5	5	34152682	34338311	513121	1	30.97	33.64	2.67	102624	
onil	dDocent_Contig_1531	dDocent_Contig_18354	3	22	19233565	19934172	700607	22	19.37	22.06	2.69	233536	
gacu	dDocent_Contig_13627	dDocent_Contig_18354	3	10	13952520	13805853	289431	22	20.04	22.06	2.69	96477	
lcal	dDocent_Contig_129569	dDocent_Contig_34	3	4	9624542	9630308	260625	10	40.76	43.14	2.69	86875	
trub	dDocent_Contig_129569	dDocent_Contig_24473	2	22	1287202	1473781	186579	10	40.76	43.45	2.69	93290	
gacu	dDocent_Contig_311699	dDocent_Contig_13812	3	10	8147	2160022	2151875	22	56.43	59.13	2.7	717292	
onil	dDocent_Contig_11228	dDocent_Contig_62487	3	22	4891811	3896698	995691	22	56.43	59.13	2.7	331897	
onil	dDocent_Contig_85881	dDocent_Contig_137743	2	4	9767833	10093531	325698	19	48.97	51.67	2.7	162849	
onil	dDocent_Contig_25956	dDocent_Contig_2643	2	12	24025264	24240012	214748	6	47.61	50.31	2.7	107374	
dlab	dDocent_Contig_153650	dDocent_Contig_166590	2	5	20157592	19971278	186314	20	40.92	43.62	2.7	93157	
lcal	dDocent_Contig_153650	dDocent_Contig_166590	2	2	6311820	6146998	164822	20	40.92	43.62	2.7	82411	
tnig	dDocent_Contig_153650	dDocent_Contig_166590	2	5	9404509	9247593	156916	20	40.92	43.62	2.7	78458	
gacu	dDocent_Contig_153650	dDocent_Contig_166590	2	2	6359890	6513029	153139	20	40.92	43.62	2.7	76570	
trub	dDocent_Contig_153650	dDocent_Contig_166590	2	13	11883297	12011035	127738	20	40.92	43.62	2.7	63869	
dlab	dDocent_Contig_52124	dDocent_Contig_14676	3	8	1612575	2837407	1224832	19	32.3	35.01	2.71	408277	
trub	dDocent_Contig_4692	dDocent_Contig_73664	2	1	22122632	22303780	181148	13	50.47	53.18	2.71	90574	
lcal	dDocent_Contig_183092	dDocent_Contig_113893	5	19	22298279	24499368	2201089	7	50.27	52.99	2.72	440218	
trub	dDocent_Contig_367217	dDocent_Contig_6993	3	3	8644720	8233694	647981	23	28.88	31.6	2.72	215994	
trub	dDocent_Contig_183092	dDocent_Contig_113893	2	2	10964201	10509030	455171	7	50.27	52.99	2.72	227586	
lcal	dDocent_Contig_14186	dDocent_Contig_167913	2	9	3900075	4993033	1092958	14	39.99	42.72	2.73	546479	
onil	dDocent_Contig_14186	dDocent_Contig_167913	2	7	29439368	28494433	944935	14	39.99	42.72	2.73	472468	
dlab	dDocent_Contig_14186	dDocent_Contig_167913	2	19	21060066	20214282	845784	14	39.99	42.72	2.73	422892	
dlab	dDocent_Contig_26491	dDocent_Contig_66774	3	20	11629198	11120852	620991	6	36.47	39.2	2.73	206997	
onil	dDocent_Contig_26491	dDocent_Contig_66774	2	12	20238902	19647525	591377	6	36.47	39.2	2.73	295689	
lcal	dDocent_Contig_3782	dDocent_Contig_129	3	19	17365987	18076396	710409	7	35.33	38.07	2.74	236803	
tnig	dDocent_Contig_86623	dDocent_Contig_8327	2	6	3388190	3319207	68983	8	33.78	36.52	2.74	34492	
dlab	dDocent_Contig_29172	dDocent_Contig_17099	4	11	3768855	3264090	661243	2	10.23	13	2.77	165311	
trub	dDocent_Contig_29172	dDocent_Contig_17099	2	4	1989091	1568841	420250	2	10.23	13	2.77	210125	
gacu	dDocent_Contig_188738	dDocent_Contig_15622	2	19	13305158	12976404	328754	24	3.39	6.16	2.77	164377	
lcal	dDocent_Contig_26251	dDocent_Contig_5360	4	14	9439943	7562862	1877081	17	42.22	45	2.78	469270	
gacu	dDocent_Contig_360054	dDocent_Contig_63807	2	1	22442203	23178744	736541	21	38.07	40.85	2.78	368271	
onil	dDocent_Contig_122254	dDocent_Contig_121713	2	17	14850982	15424347	573365	18	53.79	56.57	2.78	286683	
gacu	dDocent_Contig_2987	dDocent_Contig_397105	2	13	3087412	3541882	454470	6	3.8	6.58	2.78	227235	
gacu	dDocent_Contig_38804	dDocent_Contig_8809	5	19	15513137	14607656	905481	24	14.49	17.28	2.79	181096	
tnig	dDocent_Contig_72018	dDocent_Contig_2858	3	1	238157	499110	260953	5	27.28	30.07	2.79	86984	
trub	dDocent_Contig_69223	dDocent_Contig_216625	5	9	12051760	11302521	766552	24	28.43	31.24	2.81	153310	
tnig	dDocent_Contig_69223	dDocent_Contig_216625	5	13	10767475	10064333	719847	24	28.43	31.24	2.81	143969	
lcal	dDocent_Contig_40645	dDocent_Contig_18347	3	6	22976499	22775542	424721	23	7.11	9.92	2.81	141574	
gacu	dDocent_Contig_40645	dDocent_Contig_18347	3	12	14395933	14244337	350834	23	7.11	9.92	2.81	116945	
onil	dDocent_Contig_326641	dDocent_Contig_19641	4	19	10900650	9965148	970387	7	40.62	43.44	2.82	242597	
onil	dDocent_Contig_276420	dDocent_Contig_3831	4	2	13295797	12004454	1529427	5	30.83	33.66	2.83	382357	
lcal	dDocent_Contig_276420	dDocent_Contig_61696	6	8	15750039	17147269	1403971	5	30.83	33.66	2.83	233995	
dlab	dDocent_Contig_33925	dDocent_Contig_85985	6	22-25	12588969	12402958	489383	23	31.6	34.45	2.85	81564	
lcal	dDocent_Contig_20865	dDocent_Contig_15311	2	4	6885349	8694999	1809650	10	49.4	52.27	2.87	904825	
lcal	dDocent_Contig_212866	dDocent_Contig_212830	3	18	3484818	3432937	150750	18	28.94	31.82	2.88	50250	
