LOCUS	LEFT_LOCUS	RIGHT_LOCUS	LEFT_POS	RIGHT_POS	SUPPORT	INTERVAL_SIZE	LG
384405085	dDocent_Contig_196865	dDocent_Contig_288155	33.74	33.78	gacu,lcal,onil,poli	0.0399999999999991	8
384405439	dDocent_Contig_120494	dDocent_Contig_28238	28.97	28.97	gacu,lcal,trub,tnig,onil,dlab,poli	0	9
384404881	dDocent_Contig_234405	dDocent_Contig_166134	71.55	71.55	poli	0	18
384404939	dDocent_Contig_44545	dDocent_Contig_188751	30.2	30.2	lcal,onil,poli	0	23
109178351	dDocent_Contig_20987	dDocent_Contig_376782	28.32	28.17	lcal,dlab	0.149999999999999	20
78230120	dDocent_Contig_12674	dDocent_Contig_118320	19.91	20.25	dlab	0.34	10
118772779	dDocent_Contig_22103	dDocent_Contig_2829	1.91	2.52	poli	0.61	7
37362095	dDocent_Contig_53830	dDocent_Contig_3187	58.39	58.07	gacu,onil	0.32	10
gi|226068238|dbj|AB459221.1|	dDocent_Contig_63273	dDocent_Contig_9844	30.6	29.52	lcal,onil	1.08	19
gi|6970349|dbj|AB037987.1|	dDocent_Contig_3528	dDocent_Contig_66774	40.3	39.2	lcal,dlab	1.09999999999999	6
gi|226069255|dbj|AB459248.1|	dDocent_Contig_89980	dDocent_Contig_52625	52.22	52.43	lcal,trub,onil,dlab,poli	0.210000000000001	2
109178612	dDocent_Contig_28819	dDocent_Contig_11681	47.61	47.61	lcal,dlab,poli	0	1
78225741	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	gacu,lcal,tnig,onil,dlab,poli	0.900000000000002	19
384405036	dDocent_Contig_52792	dDocent_Contig_12399	24.76	25.44	dlab	0.68	21
384405390	dDocent_Contig_39799	dDocent_Contig_24843	31.55	32.17	lcal,dlab	0.620000000000001	12
115382978	dDocent_Contig_51099	dDocent_Contig_9392	43.81	48.4	poli	4.59	10
gi|226069304|dbj|AB459297.1|	dDocent_Contig_107634	dDocent_Contig_12988	38.58	39.69	lcal,onil,dlab	1.11	22
118772363	dDocent_Contig_200778	dDocent_Contig_165225	71.39	69.38	onil	2.01000000000001	18
384404391	dDocent_Contig_79551	dDocent_Contig_2040	24.12	25.68	gacu,dlab	1.56	15
82856892	dDocent_Contig_16160	dDocent_Contig_34954	36.98	36.85	onil	0.129999999999995	16
384405698	dDocent_Contig_36090	dDocent_Contig_61119	44.58	44.58	lcal,onil	0	23
78227026	dDocent_Contig_58288	dDocent_Contig_146886	33.8	33.8	gacu,trub	0	16
118772772	dDocent_Contig_22346	dDocent_Contig_74477	32.54	32.81	gacu,lcal,trub,onil,dlab	0.270000000000003	10
gi|226049636|dbj|AB459063.1|	dDocent_Contig_6141	dDocent_Contig_243491	37.23	37.23	lcal,poli	0	15
gi|205361280|dbj|AB459385.1|	dDocent_Contig_51425	dDocent_Contig_15699	35.39	35.28	poli	0.109999999999999	10
384405463	dDocent_Contig_332610	dDocent_Contig_289693	43.5	44.17	lcal,onil,dlab,poli	0.670000000000002	4
gi|205361436|dbj|AB459498.1|	dDocent_Contig_6967	dDocent_Contig_25574	16.67	16.67	gacu,lcal,trub,onil,dlab,poli	0	3
384404566	dDocent_Contig_17977	dDocent_Contig_115097	43.11	46.04	dlab,poli	2.93	20
384404372	dDocent_Contig_29349	dDocent_Contig_266679	53.08	52.72	gacu,lcal,onil,dlab,poli	0.359999999999999	22
384404423	dDocent_Contig_17365	dDocent_Contig_304969	58.76	58.76	lcal,dlab,poli	0	15
78226940	dDocent_Contig_34200	dDocent_Contig_36696	67.93	65.21	poli	2.72000000000001	3
78225316	dDocent_Contig_57353	dDocent_Contig_36101	47.63	47.85	gacu,tnig,onil	0.219999999999999	19
78225817	dDocent_Contig_114038	dDocent_Contig_125660	34.03	30.16	gacu	3.87	21
78225767	dDocent_Contig_29737	dDocent_Contig_179549	19.29	17.95	gacu,lcal,trub,onil,poli	1.34	19
384405049	dDocent_Contig_53753	dDocent_Contig_50700	35.89	36.06	lcal,dlab	0.170000000000002	21
109176266	dDocent_Contig_9237	dDocent_Contig_9265	58.84	58.84	gacu,lcal,trub,poli	0	16
384404895	dDocent_Contig_37343	dDocent_Contig_24236	50.38	48.22	lcal,poli	2.16	18
384404888	dDocent_Contig_234405	dDocent_Contig_166134	71.55	71.55	poli	0	18
384404522	dDocent_Contig_2691	dDocent_Contig_56593	16.58	17.49	poli	0.91	16
384404897	dDocent_Contig_37343	dDocent_Contig_24236	50.38	48.22	lcal,poli	2.16	18
78230413	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	gacu,lcal,tnig,onil,dlab,poli	0.900000000000002	19
384405387	dDocent_Contig_14368	dDocent_Contig_123429	53.27	50.9	gacu,lcal,trub,tnig,onil,dlab	2.37	12
109174927	dDocent_Contig_5435	dDocent_Contig_79800	27.75	27.75	poli	0	24
78226562	dDocent_Contig_9976	dDocent_Contig_374147	40.71	41.33	gacu,onil,poli	0.619999999999997	19
78227977	dDocent_Contig_51425	dDocent_Contig_15699	35.39	35.28	poli	0.109999999999999	10
384405430	dDocent_Contig_13705	dDocent_Contig_386286	32.38	33.31	gacu	0.93	6
384405018	dDocent_Contig_46295	dDocent_Contig_10808	26.62	26.62	poli	0	21
112785081	dDocent_Contig_154408	dDocent_Contig_164687	13.88	13.88	lcal,onil,dlab,poli	0	1
gi|226069244|dbj|AB459237.1|	dDocent_Contig_1425	dDocent_Contig_86305	30.33	30.33	lcal,onil,poli	0	20
78227106	dDocent_Contig_189298	dDocent_Contig_37785	31.06	31.28	onil	0.220000000000002	16
118772729	dDocent_Contig_143960	dDocent_Contig_273405	59.78	59.78	poli	0	22
384405629	dDocent_Contig_11941	dDocent_Contig_367430	44.85	43.64	lcal,dlab,poli	1.21	9
384404311	dDocent_Contig_1655	dDocent_Contig_79376	59.37	59.28	poli	0.0899999999999963	11
109177926	dDocent_Contig_152786	dDocent_Contig_54366	42.48	41.47	dlab,poli	1.01	3
384405638	dDocent_Contig_37096	dDocent_Contig_104495	44.58	44.38	lcal	0.199999999999996	23
384405546	dDocent_Contig_301088	dDocent_Contig_19709	35.81	37.98	lcal,dlab,poli	2.16999999999999	18
384404404	dDocent_Contig_16362	dDocent_Contig_10422	46.85	47.78	onil,dlab,poli	0.93	15
384404284	dDocent_Contig_38071	dDocent_Contig_77555	47.61	47.61	poli	0	1
109178779	dDocent_Contig_729	dDocent_Contig_180392	6.54	7.78	lcal,poli	1.24	5
78225518	dDocent_Contig_167913	dDocent_Contig_59834	42.72	46.14	poli	3.42	14
384404954	dDocent_Contig_34693	dDocent_Contig_19189	4.94	4.63	lcal,dlab,poli	0.31	23
109175226	dDocent_Contig_24007	dDocent_Contig_41980	4.22	6.58	trub,tnig	2.36	6
384405702	dDocent_Contig_177172	dDocent_Contig_169586	27.27	34.31	lcal	7.04	22
118772663	dDocent_Contig_55414	dDocent_Contig_329394	24.6	25.37	dlab,poli	0.77	3
109177617	dDocent_Contig_282730	dDocent_Contig_267577	26.12	26.51	poli	0.390000000000001	17
384404334	dDocent_Contig_32774	dDocent_Contig_31290	25.25	28.86	dlab	3.61	11
78229494	dDocent_Contig_42205	dDocent_Contig_88685	50.13	50.13	poli	0	9
gi|226049689|dbj|AB459116.1|	dDocent_Contig_7106	dDocent_Contig_301372	25.88	25.88	poli	0	13
384404636	dDocent_Contig_22103	dDocent_Contig_33115	1.91	0	lcal,dlab	1.91	7
109176730	dDocent_Contig_152786	dDocent_Contig_54366	42.48	41.47	dlab,poli	1.01	3
384405624	dDocent_Contig_47619	dDocent_Contig_16360	57.91	57.08	lcal	0.829999999999998	1
384404704	dDocent_Contig_85692	dDocent_Contig_10971	3.77999999999999	3.77999999999999	dlab,poli	0	19
gi|205361272|dbj|AB459377.1|	dDocent_Contig_10873	dDocent_Contig_97611	22.75	22.92	lcal	0.170000000000002	16
78229659	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	gacu,lcal,trub,onil,dlab,poli	0.900000000000002	19
78227615	dDocent_Contig_152786	dDocent_Contig_54366	42.48	41.47	dlab,poli	1.01	3
384404382	dDocent_Contig_189129	dDocent_Contig_19889	9.27	9.27	lcal,poli	0	15
78230182	dDocent_Contig_19606	dDocent_Contig_118656	0	0	onil	0	24
gi|205361407|dbj|AB459479.1|	dDocent_Contig_43221	dDocent_Contig_36090	44.58	44.58	lcal,dlab	0	23
384405700	dDocent_Contig_10873	dDocent_Contig_97611	22.75	22.92	lcal,dlab	0.170000000000002	16
78227630	dDocent_Contig_57353	dDocent_Contig_36101	47.63	47.85	gacu,tnig,onil	0.219999999999999	19
115382964	dDocent_Contig_79897	dDocent_Contig_27564	10.47	10.81	poli	0.34	24
118772819	dDocent_Contig_6142	dDocent_Contig_100914	10.23	10.23	poli	0	2
78227447	dDocent_Contig_189298	dDocent_Contig_37785	31.06	31.28	onil	0.220000000000002	16
78225318	dDocent_Contig_29737	dDocent_Contig_179549	19.29	17.95	gacu,lcal,trub,onil,poli	1.34	19
78228481	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	gacu,lcal,tnig,onil,dlab,poli	0.900000000000002	19
78230235	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	gacu,lcal,tnig,onil,dlab,poli	0.900000000000002	19
118772425	dDocent_Contig_98386	dDocent_Contig_25536	35.11	38	lcal	2.89	22
384405683	dDocent_Contig_115567	dDocent_Contig_379939	4.03	4.03	onil,dlab	0	17
gi|205361399|dbj|AB459473.1|	dDocent_Contig_79897	dDocent_Contig_27564	10.47	10.81	lcal,dlab,poli	0.34	24
384405240	dDocent_Contig_10075	dDocent_Contig_3461	6.78	4.31	lcal,dlab,poli	2.47	22
118772815	dDocent_Contig_2375	dDocent_Contig_74727	10.04	10.04	lcal	0	23
384404655	dDocent_Contig_20664	dDocent_Contig_5622	57.28	32.08	trub	25.2	17
109178181	dDocent_Contig_17168	dDocent_Contig_14875	50.33	50.33	gacu,onil	0	7
78227295	dDocent_Contig_396511	dDocent_Contig_255823	23	25.25	gacu,trub,onil,dlab	2.25	11
118772393	dDocent_Contig_1531	dDocent_Contig_178267	19.37	20.3	lcal,onil,dlab,poli	0.93	22
118772418	dDocent_Contig_103632	dDocent_Contig_161221	40.17	41.29	lcal,poli	1.12	5
78229920	dDocent_Contig_84428	dDocent_Contig_252480	31.31	31.31	gacu,lcal,trub,tnig,onil,poli	0	8
78227231	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	gacu,lcal,tnig,onil,dlab,poli	0.900000000000002	19
384405490	dDocent_Contig_312942	dDocent_Contig_360820	10.92	10.3	poli	0.619999999999999	20
384405194	dDocent_Contig_21227	dDocent_Contig_209055	3.74	4.05	poli	0.31	17
78225737	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	gacu,lcal,tnig,onil,dlab,poli	0.900000000000002	19
384404933	dDocent_Contig_35972	dDocent_Contig_100755	48.63	46.98	lcal,dlab,poli	1.65000000000001	23
384405658	dDocent_Contig_17862	dDocent_Contig_2202	44.58	44.58	gacu,lcal,dlab,poli	0	23
115383036	dDocent_Contig_318878	dDocent_Contig_3387	33.38	32.38	lcal,tnig,onil	1	6
78227152	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	gacu,lcal,tnig,onil,dlab,poli	0.900000000000002	19
78226861	dDocent_Contig_5447	dDocent_Contig_69880	62.77	62.77	lcal,poli	0	13
384404452	dDocent_Contig_377457	dDocent_Contig_48972	41.96	41.96	lcal,onil,dlab,poli	0	4
78228014	dDocent_Contig_19718	dDocent_Contig_95836	47.18	49.2	gacu,trub	2.02	8
78228402	dDocent_Contig_314714	dDocent_Contig_305597	29.75	29.42	lcal,trub,dlab	0.329999999999998	8
384404599	dDocent_Contig_183092	dDocent_Contig_60276	50.27	52.99	lcal	2.72	7
384405368	dDocent_Contig_5447	dDocent_Contig_69880	62.77	62.77	poli	0	13
384405115	dDocent_Contig_332250	dDocent_Contig_1533	17.62	19.66	dlab	2.04	8
78225337	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	gacu,lcal,tnig,onil,dlab,poli	0.900000000000002	19
384404343	dDocent_Contig_5207	dDocent_Contig_187281	6.76	6.76	lcal,poli	0	11
78227689	dDocent_Contig_333677	dDocent_Contig_125297	33.15	35.31	lcal,poli	2.16	9
78227646	dDocent_Contig_258643	dDocent_Contig_42416	40.85	41.08	lcal,trub,tnig,dlab,poli	0.229999999999997	9
118772655	dDocent_Contig_17856	dDocent_Contig_25863	25.21	25.37	lcal,poli	0.16	20
118772563	dDocent_Contig_4414	dDocent_Contig_5697	58.78	59.26	lcal,poli	0.479999999999997	17
78225353	dDocent_Contig_152786	dDocent_Contig_54366	42.48	41.47	dlab,poli	1.01	3
384404842	dDocent_Contig_17090	dDocent_Contig_104875	56.19	56.19	poli	0	5
78226454	dDocent_Contig_121559	dDocent_Contig_288916	37.13	37.13	gacu,trub,onil,poli	0	20
78226486	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	gacu,lcal,tnig,onil,dlab,poli	0.900000000000002	19
78229388	dDocent_Contig_4522	dDocent_Contig_109945	57.28	57.29	poli	0.00999999999999801	9
384404832	dDocent_Contig_105322	dDocent_Contig_17343	31.18	28.96	lcal	2.22	5
gi|226022774|dbj|AB458985.1|	dDocent_Contig_103135	dDocent_Contig_20111	0	0	gacu	0	24
78228171	dDocent_Contig_3528	dDocent_Contig_23746	40.3	38.89	gacu,lcal,tnig,onil,dlab	1.41	6
384405361	dDocent_Contig_3405	dDocent_Contig_157143	53.02	50.64	dlab	2.38	21
118772803	dDocent_Contig_117373	dDocent_Contig_5819	30.97	30.97	gacu	0	1
115383054	dDocent_Contig_6004	dDocent_Contig_305597	27.54	29.42	poli	1.88	8
384405576	dDocent_Contig_11941	dDocent_Contig_367430	44.85	43.64	lcal,poli	1.21	9
384405820	dDocent_Contig_35702	dDocent_Contig_16925	60.77	60.77	onil,poli	0	15
384404533	dDocent_Contig_12108	dDocent_Contig_20733	20.72	20.72	lcal,dlab,poli	0	20
118772553	dDocent_Contig_306534	dDocent_Contig_6178	21.34	21.96	poli	0.620000000000001	8
118772580	dDocent_Contig_5988	dDocent_Contig_18848	1.54	1.54	dlab,poli	0	1
384404288	dDocent_Contig_10881	dDocent_Contig_112195	39.79	39.79	gacu,lcal,dlab	0	1
949176210	dDocent_Contig_236367	dDocent_Contig_5401	8.38	8.69	poli	0.309999999999999	11
384404877	dDocent_Contig_301088	dDocent_Contig_19709	35.81	37.98	lcal,dlab,poli	2.16999999999999	18
5018974	dDocent_Contig_79132	dDocent_Contig_123378	63.29	59.58	gacu,lcal,dlab	3.71	23
78228251	dDocent_Contig_139762	dDocent_Contig_38328	21.36	19.82	tnig	1.54	1
78228605	dDocent_Contig_326304	dDocent_Contig_16583	62.35	66.13	trub	3.77999999999999	8
384405741	dDocent_Contig_69880	dDocent_Contig_26199	62.77	62.77	poli	0	13
gi|205361216|dbj|AB459321.1|	dDocent_Contig_4785	dDocent_Contig_318878	34.05	33.38	lcal,onil,dlab,poli	0.669999999999995	6
5018893	dDocent_Contig_53137	dDocent_Contig_80545	61.41	62.42	poli	1.01000000000001	20
75976395	dDocent_Contig_2844	dDocent_Contig_69138	11.48	11.81	lcal,poli	0.33	19
78227975	dDocent_Contig_263392	dDocent_Contig_146256	35.71	36.04	lcal,tnig	0.329999999999998	9
78225853	dDocent_Contig_23884	dDocent_Contig_24688	61.84	61.17	gacu,lcal,trub,tnig,onil,dlab,poli	0.670000000000002	6
gi|226049599|dbj|AB459026.1|	dDocent_Contig_8979	dDocent_Contig_21841	35.67	36.62	lcal,dlab	0.949999999999996	14
78227394	dDocent_Contig_7326	dDocent_Contig_33478	3.56	3.56	poli	0	13
78229769	dDocent_Contig_29737	dDocent_Contig_179549	19.29	17.95	gacu,lcal,trub,onil,poli	1.34	19
78228648	dDocent_Contig_5563	dDocent_Contig_2201	56.37	52.65	trub	3.72	20
78226820	dDocent_Contig_167913	dDocent_Contig_59834	42.72	46.14	poli	3.42	14
384405720	dDocent_Contig_29542	dDocent_Contig_17189	28.41	27.95	lcal,onil,dlab,poli	0.460000000000001	23
78225643	dDocent_Contig_29737	dDocent_Contig_179549	19.29	17.95	gacu,lcal,trub,onil,poli	1.34	19
384405462	dDocent_Contig_86268	dDocent_Contig_1291	30.97	30.97	dlab	0	1
118772534	dDocent_Contig_268904	dDocent_Contig_17277	21.64	21.65	gacu,lcal,onil,dlab,poli	0.00999999999999801	20
78225702	dDocent_Contig_291619	dDocent_Contig_179549	11.64	17.95	gacu	6.31	19
384404260	dDocent_Contig_1291	dDocent_Contig_86268	30.97	30.97	onil,dlab,poli	0	1
118772446	dDocent_Contig_31027	dDocent_Contig_41944	41.33	46.63	lcal	5.3	19
384405739	dDocent_Contig_9983	dDocent_Contig_9310	22.6	22.79	gacu,lcal	0.189999999999998	14
384404998	dDocent_Contig_39544	dDocent_Contig_14186	37.96	39.99	poli	2.03	14
78228156	dDocent_Contig_156793	dDocent_Contig_87663	31.35	29.44	gacu,lcal,dlab,poli	1.91	14
384405691	dDocent_Contig_220734	dDocent_Contig_9648	2.39	0	poli	2.39	8
118772726	dDocent_Contig_37011	dDocent_Contig_34060	3.62	2.14	lcal	1.48	10
gi|226049596|dbj|AB459023.1|	dDocent_Contig_326304	dDocent_Contig_128759	62.35	64.69	lcal	2.34	8
384404971	dDocent_Contig_21841	dDocent_Contig_8979	36.62	35.67	gacu,lcal,onil,dlab	0.949999999999996	14
38196320	dDocent_Contig_91457	dDocent_Contig_9113	30.92	33.22	trub,tnig	2.3	2
384405147	dDocent_Contig_2507	dDocent_Contig_48858	14.77	15.24	lcal,onil,dlab,poli	0.470000000000001	24
78227347	dDocent_Contig_127992	dDocent_Contig_3187	53.56	58.07	trub,tnig	4.51	10
109176245	dDocent_Contig_139762	dDocent_Contig_38328	21.36	19.82	tnig	1.54	1
78229451	dDocent_Contig_51099	dDocent_Contig_24473	43.81	43.45	gacu,onil,dlab,poli	0.359999999999999	10
gi|226022771|dbj|AB458982.1|	dDocent_Contig_35592	dDocent_Contig_156439	36.62	36.62	gacu,dlab	0	14
384404829	dDocent_Contig_67603	dDocent_Contig_71287	31.7	32.08	lcal,onil,dlab,poli	0.379999999999999	5
gi|226022716|dbj|AB458927.1|	dDocent_Contig_101087	dDocent_Contig_33993	1.54	1.54	lcal	0	1
78226766	dDocent_Contig_30025	dDocent_Contig_5386	56.44	60.19	dlab	3.75	17
78225866	dDocent_Contig_58288	dDocent_Contig_146886	33.8	33.8	gacu,trub,onil	0	16
384405420	dDocent_Contig_66774	dDocent_Contig_34198	39.2	37.28	lcal	1.92	6
384404663	dDocent_Contig_5360	dDocent_Contig_19188	45	42.84	lcal	2.16	17
118772684	dDocent_Contig_154408	dDocent_Contig_57444	13.88	13.88	poli	0	1
78227667	dDocent_Contig_169742	dDocent_Contig_13506	47.17	47.61	dlab,poli	0.439999999999998	6
78225950	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	gacu,lcal,tnig,onil,dlab,poli	0.900000000000002	19
gi|226022801|dbj|AB459012.1|	dDocent_Contig_240815	dDocent_Contig_135616	52.13	54.06	lcal	1.93	17
115383066	dDocent_Contig_200778	dDocent_Contig_165225	71.39	69.38	onil	2.01000000000001	18
384405002	dDocent_Contig_8979	dDocent_Contig_21841	35.67	36.62	lcal,dlab	0.949999999999996	14
78226522	dDocent_Contig_11999	dDocent_Contig_220825	34.97	34.97	gacu,lcal,trub,tnig,dlab,poli	0	20
384405472	dDocent_Contig_221197	dDocent_Contig_24841	66.53	66.53	lcal,dlab	0	4
384405068	dDocent_Contig_326304	dDocent_Contig_16583	62.35	66.13	trub	3.77999999999999	8
118772613	dDocent_Contig_25536	dDocent_Contig_38929	38	37.83	lcal,dlab,poli	0.170000000000002	22
78226687	dDocent_Contig_74233	dDocent_Contig_95748	19.27	18.54	lcal,trub,tnig,dlab	0.73	12
384404239	dDocent_Contig_101087	dDocent_Contig_33993	1.54	1.54	lcal	0	1
118772462	dDocent_Contig_198003	dDocent_Contig_56128	16.56	16.56	lcal	0	13
78229729	dDocent_Contig_99410	dDocent_Contig_57634	44.5	44.19	dlab,poli	0.310000000000002	6
78228790	dDocent_Contig_30074	dDocent_Contig_23998	6.81	7.26999999999999	gacu,lcal,trub,tnig,onil,dlab	0.459999999999989	14
78225916	dDocent_Contig_25202	dDocent_Contig_221136	63.6	58.67	dlab	4.93	5
109174808	dDocent_Contig_12674	dDocent_Contig_118320	19.91	20.25	dlab	0.34	10
gi|205361362|dbj|AB459467.1|	dDocent_Contig_39270	dDocent_Contig_26852	28.22	30.29	poli	2.07	19
78226632	dDocent_Contig_18636	dDocent_Contig_72018	26.62	27.28	gacu,trub,onil,dlab	0.66	5
118772451	dDocent_Contig_20310	dDocent_Contig_13164	54.42	53.81	dlab	0.609999999999999	13
78226552	dDocent_Contig_21841	dDocent_Contig_8979	36.62	35.67	gacu,lcal,dlab	0.949999999999996	14
109176313	dDocent_Contig_55414	dDocent_Contig_329394	24.6	25.37	lcal,trub,dlab	0.77	3
109177592	dDocent_Contig_67109	dDocent_Contig_126711	67.07	66.91	lcal,poli	0.159999999999997	12
384404251	dDocent_Contig_12514	dDocent_Contig_44713	33.64	33.64	lcal,poli	0	1
118772574	dDocent_Contig_41089	dDocent_Contig_149361	25.49	26.83	poli	1.34	2
gi|226049639|dbj|AB459066.1|	dDocent_Contig_110765	dDocent_Contig_2205	22.65	22.34	trub,tnig,dlab,poli	0.309999999999999	24
384404248	dDocent_Contig_4135	dDocent_Contig_35436	24.19	24.44	lcal,trub,dlab,poli	0.25	1
384405333	dDocent_Contig_137371	dDocent_Contig_84818	34.63	40.19	dlab	5.56	13
384404396	dDocent_Contig_32931	dDocent_Contig_13302	42.48	47.65	dlab	5.17	15
384405402	dDocent_Contig_29868	dDocent_Contig_66767	66.48	66.27	tnig,poli	0.210000000000008	6
118772440	dDocent_Contig_20111	dDocent_Contig_70736	0	0	lcal,poli	0	24
384404584	dDocent_Contig_2201	dDocent_Contig_37716	52.65	52.15	lcal,trub	0.5	20
384405119	dDocent_Contig_364388	dDocent_Contig_6727	12.09	10.5	poli	1.59	8
384405224	dDocent_Contig_10430	dDocent_Contig_24774	63.7	63.37	poli	0.330000000000005	9
78227681	dDocent_Contig_27583	dDocent_Contig_26071	71.22	69.89	poli	1.33	18
78228175	dDocent_Contig_24685	dDocent_Contig_1177	26.37	23.58	trub,onil,poli	2.79	10
118772643	dDocent_Contig_196795	dDocent_Contig_153620	9.02999999999999	9.64999999999999	poli	0.619999999999999	19
78227841	dDocent_Contig_4687	dDocent_Contig_92949	26.99	23.58	tnig	3.41	1
384405356	dDocent_Contig_69880	dDocent_Contig_26199	62.77	62.77	poli	0	13
109178426	dDocent_Contig_179567	dDocent_Contig_137144	55.87	56.49	gacu,onil,poli	0.620000000000005	10
384405584	dDocent_Contig_25536	dDocent_Contig_79882	38	38.16	lcal,onil,dlab,poli	0.159999999999997	22
164449158	dDocent_Contig_112677	dDocent_Contig_22755	10.33	15.29	dlab	4.96	9
384404275	dDocent_Contig_1291	dDocent_Contig_339848	30.97	30.97	lcal,dlab	0	1
78230427	dDocent_Contig_20683	dDocent_Contig_4899	16.85	18.42	dlab	1.57	9
78227493	dDocent_Contig_20038	dDocent_Contig_49203	10.08	9.75	gacu,trub,dlab,poli	0.33	12
384404609	dDocent_Contig_12034	dDocent_Contig_175067	47.72	49.56	lcal,trub,dlab,poli	1.84	7
78227125	dDocent_Contig_48858	dDocent_Contig_2507	15.24	14.77	gacu,lcal,trub,tnig,dlab,poli	0.470000000000001	24
384404531	dDocent_Contig_21556	dDocent_Contig_43089	21.65	21.72	gacu,lcal,trub,dlab,poli	0.0700000000000003	20
78227576	dDocent_Contig_2844	dDocent_Contig_69138	11.48	11.81	gacu,lcal,poli	0.33	19
115382993	dDocent_Contig_45214	dDocent_Contig_12922	19	17.75	poli	1.25	3
384405298	dDocent_Contig_25692	dDocent_Contig_8598	8.91	8.91	lcal	0	3
78228072	dDocent_Contig_9237	dDocent_Contig_9265	58.84	58.84	gacu,lcal,trub,poli	0	16
384404573	dDocent_Contig_178579	dDocent_Contig_24905	65.67	65.98	trub,tnig,dlab,poli	0.310000000000002	20
gi|205361359|dbj|AB459464.1|	dDocent_Contig_20037	dDocent_Contig_86623	33.78	33.78	gacu,lcal,dlab,poli	0	8
384405340	dDocent_Contig_9384	dDocent_Contig_4692	50.09	50.47	lcal,dlab,poli	0.379999999999995	13
gi|226049706|dbj|AB459133.1|	dDocent_Contig_1052	dDocent_Contig_318878	34.85	33.38	lcal,onil,dlab	1.47	6
78225920	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	gacu,lcal,tnig,onil,dlab,poli	0.900000000000002	19
78229409	dDocent_Contig_39799	dDocent_Contig_112900	31.55	32.89	lcal,trub	1.34	12
118772555	dDocent_Contig_28238	dDocent_Contig_333677	28.97	33.15	trub	4.18	9
78226273	dDocent_Contig_30025	dDocent_Contig_5386	56.44	60.19	dlab	3.75	17
gi|226049741|dbj|AB459168.1|	dDocent_Contig_161242	dDocent_Contig_34792	54.43	54.43	poli	0	1
384404767	dDocent_Contig_15311	dDocent_Contig_9392	52.27	48.4	dlab,poli	3.87	10
384405655	dDocent_Contig_2375	dDocent_Contig_74727	10.04	10.04	gacu,lcal	0	23
384404436	dDocent_Contig_47042	dDocent_Contig_329840	28.63	27.39	poli	1.24	4
gi|205361313|dbj|AB459418.1|	dDocent_Contig_1138	dDocent_Contig_78148	68.23	68.23	poli	0	16
384405812	dDocent_Contig_16207	dDocent_Contig_53753	35.89	35.89	lcal,poli	0	21
384404616	dDocent_Contig_35440	dDocent_Contig_342473	42.03	42.78	lcal,dlab,poli	0.75	7
gi|226049766|dbj|AB459193.1|	dDocent_Contig_28930	dDocent_Contig_39621	18.35	19.58	dlab,poli	1.23	5
109176475	dDocent_Contig_257318	dDocent_Contig_92557	30.94	28.75	gacu,poli	2.19	12
384405055	dDocent_Contig_1408	dDocent_Contig_2638	28.16	26.92	poli	1.24	21
109175877	dDocent_Contig_152786	dDocent_Contig_54366	42.48	41.47	dlab,poli	1.01	3
384404708	dDocent_Contig_281	dDocent_Contig_169103	24.27	24.27	gacu,dlab,poli	0	19
78226919	dDocent_Contig_29737	dDocent_Contig_179549	19.29	17.95	gacu,lcal,trub,onil,poli	1.34	19
384404849	dDocent_Contig_262469	dDocent_Contig_38257	55.86	55.86	lcal,dlab,poli	0	5
384404924	dDocent_Contig_29190	dDocent_Contig_11122	9.38000000000001	10.72	lcal,dlab	1.33999999999999	18
gi|205361282|dbj|AB459387.1|	dDocent_Contig_25548	dDocent_Contig_134968	31.06	31.06	poli	0	16
384405266	dDocent_Contig_311699	dDocent_Contig_28835	56.43	56.43	gacu,onil	0	22
5018498	dDocent_Contig_31027	dDocent_Contig_41944	41.33	46.63	lcal,trub	5.3	19
384404320	dDocent_Contig_13269	dDocent_Contig_17935	50.47	52.03	lcal	1.56	21
384405712	dDocent_Contig_215424	dDocent_Contig_38564	22.7	22.36	poli	0.34	5
78228114	dDocent_Contig_189129	dDocent_Contig_19889	9.27	9.27	gacu,lcal,tnig,poli	0	15
78229495	dDocent_Contig_9237	dDocent_Contig_9265	58.84	58.84	gacu,lcal,dlab,poli	0	16
384405104	dDocent_Contig_36018	dDocent_Contig_306534	20.73	21.34	dlab,poli	0.609999999999999	8
384405096	dDocent_Contig_15153	dDocent_Contig_86268	30.97	30.97	lcal,onil,poli	0	1
78227438	dDocent_Contig_67109	dDocent_Contig_126711	67.07	66.91	gacu,lcal,poli	0.159999999999997	12
115383025	dDocent_Contig_248861	dDocent_Contig_7650	20.72	20.72	poli	0	4
